user_image,1.jpg,10.jpg,11.jpg,12.jpg,13.jpg,14.jpg,15.jpg,16.jpg,17.jpg,18.jpg,19.jpg,2.jpg,20.jpg,21.jpg,22.jpg,23.jpg,24.jpg,25.jpg,26.jpg,27.jpg,28.jpg,29.jpg,3.jpg,30.jpg,31.jpg,32.jpg,33.jpg,34.jpg,35.jpg,36.jpg,37.jpg,38.jpg,39.jpg,4.jpg,40.jpg,41.jpg,42.jpg,43.jpg,44.jpg,45.jpg,46.jpg,47.jpg,48.jpg,49.jpg,5.jpg,50.jpg,6.jpg,7.jpg,8.jpg,9.jpg
31.jpg,0.62437403,0.7505624,0.7208671,0.74158084,0.70973897,0.6410605,0.7151054,0.675627,0.7889396,0.624174,0.64747846,0.35311222,0.54958594,0.67261124,0.70553523,0.5777204,0.6211691,0.7257843,0.66953313,0.69832075,0.6859698,0.6888747,0.6167079,0.7341713,1.0,0.6949992,0.6471639,0.66573226,0.5580923,0.4481154,0.666276,0.76772463,0.6343197,0.72527456,0.6917641,0.6386881,0.71791786,0.6187044,0.63243866,0.62827915,0.6343748,0.6905319,0.51885414,0.57185745,0.67865944,0.5966476,0.6953684,0.6594225,0.73190826,0.5511607
32.jpg,0.72497785,0.8261694,0.75397563,0.84588635,0.835001,0.60783565,0.77391684,0.8474263,0.7827649,0.7265235,0.7632041,0.47129133,0.6883719,0.70465297,0.7260877,0.6497741,0.7614679,0.6988512,0.7716551,0.73808473,0.65962887,0.85429245,0.78040534,0.8150332,0.6949992,1.0000001,0.7781124,0.76325834,0.69051325,0.5957046,0.8422955,0.7831929,0.7211565,0.7556838,0.7777199,0.7893105,0.7085464,0.70587695,0.68612117,0.7222646,0.7132052,0.79671943,0.6235074,0.6687094,0.6934774,0.71072197,0.6920076,0.687835,0.82009053,0.63998795
33.jpg,0.6270981,0.6600574,0.7964114,0.7792947,0.7165447,0.5272352,0.656249,0.72666407,0.68653905,0.8280411,0.6730682,0.5018145,0.88170654,0.77933013,0.809715,0.7396089,0.72680366,0.7167635,0.7218218,0.8324294,0.7528113,0.7911145,0.73001766,0.7060394,0.6471639,0.7781124,1.0,0.6752809,0.7881956,0.7633088,0.70479953,0.7610281,0.78332114,0.68068826,0.6641208,0.6932546,0.82169783,0.8388628,0.8043208,0.79474527,0.8722795,0.81419003,0.6672572,0.8046278,0.64739186,0.5967549,0.7518323,0.71487916,0.8078815,0.78889304
34.jpg,0.6242817,0.75232613,0.76013446,0.76071656,0.72804356,0.58005714,0.66497076,0.77576065,0.7523518,0.6267695,0.7332392,0.5049918,0.6130178,0.68729687,0.7008591,0.63642675,0.74538255,0.64155024,0.71096003,0.75958097,0.6632829,0.8274965,0.77630174,0.6983535,0.66573226,0.76325834,0.6752809,1.0000002,0.653816,0.5200416,0.78165096,0.70902526,0.69755507,0.6604753,0.6621448,0.7718917,0.7065753,0.6318465,0.62624884,0.65931106,0.66240704,0.7548847,0.63520694,0.65863,0.71563447,0.5806794,0.6732216,0.6400245,0.838459,0.6228539
35.jpg,0.54735494,0.6276143,0.6780707,0.64417356,0.6072457,0.48310375,0.5453007,0.6690262,0.6081501,0.7950084,0.55378103,0.5171866,0.80633116,0.7143157,0.7511817,0.6784752,0.6405195,0.5637474,0.585806,0.78034836,0.7460031,0.6895267,0.7220272,0.57972515,0.5580923,0.69051325,0.7881956,0.653816,1.0,0.75914323,0.63708305,0.6190281,0.7766644,0.5968566,0.5100773,0.6817289,0.72396076,0.6934289,0.7144545,0.65653723,0.74601746,0.68429697,0.7323862,0.7003997,0.6084028,0.514213,0.7188917,0.6904305,0.7229273,0.7749201
36.jpg,0.45739305,0.5066499,0.64414775,0.5844115,0.5190461,0.41080642,0.48306584,0.5976098,0.5350001,0.82858473,0.47985774,0.54449725,0.85081613,0.6306306,0.6659063,0.6119648,0.583918,0.4999439,0.54977036,0.70208263,0.6867649,0.6214132,0.62564105,0.48246977,0.4481154,0.5957046,0.7633088,0.5200416,0.75914323,0.9999999,0.559075,0.5897187,0.6956287,0.5024718,0.45866624,0.5813471,0.664989,0.73196626,0.70386684,0.71570766,0.77090627,0.68768847,0.6217128,0.65801966,0.55548835,0.47332466,0.59176886,0.65014064,0.61739194,0.8132281
37.jpg,0.68543017,0.74443555,0.7484594,0.8535303,0.80717885,0.5774195,0.7732569,0.8974795,0.74949515,0.67689264,0.8183309,0.5439396,0.6449475,0.6401651,0.66648793,0.60260785,0.74354714,0.6237719,0.7096727,0.71371007,0.65754217,0.7951154,0.78062594,0.7446541,0.666276,0.8422955,0.70479953,0.78165096,0.63708305,0.559075,0.99999976,0.81487405,0.69735867,0.6979908,0.73975384,0.7188232,0.72373974,0.6285906,0.64699525,0.66406655,0.69505566,0.74941134,0.5887637,0.63797224,0.73909736,0.69604737,0.68380356,0.5969646,0.853311,0.6200306
38.jpg,0.61800027,0.73774457,0.81999874,0.9038887,0.7835526,0.63036144,0.80624413,0.82264817,0.7736968,0.73553544,0.72587174,0.44003975,0.7153771,0.7683157,0.77349895,0.7169453,0.76423454,0.6639482,0.7659585,0.770839,0.75256145,0.80417186,0.6764567,0.7424147,0.76772463,0.7831929,0.7610281,0.70902526,0.6190281,0.5897187,0.81487405,0.9999999,0.75083625,0.70040035,0.81466734,0.6761304,0.79662037,0.72708726,0.7237332,0.7304418,0.8036765,0.82348204,0.5996095,0.6946137,0.71512365,0.62345815,0.75493115,0.6837494,0.8538302,0.6974834
39.jpg,0.5341121,0.6674945,0.81296444,0.73186064,0.61489654,0.518765,0.62847966,0.7331624,0.66697717,0.79630286,0.6381781,0.5768547,0.76828766,0.76454353,0.7922648,0.7311683,0.6707758,0.65229326,0.64913046,0.7647296,0.7153153,0.74441683,0.723413,0.6297614,0.6343197,0.7211565,0.78332114,0.69755507,0.7766644,0.6956287,0.69735867,0.75083625,1.0,0.65484154,0.61994505,0.64963186,0.7962717,0.71616036,0.74451077,0.8000917,0.82592154,0.812362,0.6478166,0.7383541,0.7115462,0.5489489,0.72258997,0.6277645,0.8032118,0.69760156
4.jpg,0.76879066,0.80627304,0.71222556,0.7489505,0.80901605,0.5928941,0.70127773,0.6894101,0.78432715,0.58827186,0.7005995,0.47203282,0.5846134,0.6054633,0.62815505,0.55441177,0.61982965,0.67495656,0.7182949,0.6683059,0.5800171,0.66373694,0.6190848,0.87346953,0.72527456,0.7556838,0.68068826,0.6604753,0.5968566,0.5024718,0.6979908,0.70040035,0.65484154,0.9999999,0.73713124,0.65041584,0.65385664,0.61916107,0.63504386,0.6173358,0.6273838,0.6548866,0.58260953,0.67698514,0.7649187,0.73803234,0.61527234,0.63224435,0.7619368,0.54460543
40.jpg,0.63300985,0.79086053,0.7118658,0.84751433,0.79344404,0.61813647,0.79240453,0.77179444,0.79044396,0.5815315,0.7182418,0.36678922,0.58792365,0.67915845,0.65980136,0.6087123,0.65149355,0.6869073,0.7681882,0.6331533,0.6085822,0.7360109,0.57726026,0.80106914,0.6917641,0.7777199,0.6641208,0.6621448,0.5100773,0.45866624,0.73975384,0.81466734,0.61994505,0.73713124,1.0000001,0.6324152,0.6885327,0.6450384,0.6536529,0.6741614,0.6783211,0.719947,0.5728917,0.68074214,0.6571845,0.62279916,0.61206883,0.6371494,0.7644146,0.58187306
41.jpg,0.6692243,0.74669015,0.7427547,0.7374053,0.70224196,0.53602856,0.6953333,0.7146603,0.7323793,0.68292904,0.70559937,0.46936372,0.6665547,0.68562937,0.69226086,0.6201181,0.7602795,0.6637675,0.7505256,0.7734889,0.711244,0.8132812,0.7878852,0.69067657,0.6386881,0.7893105,0.6932546,0.7718917,0.6817289,0.5813471,0.7188232,0.6761304,0.64963186,0.65041584,0.6324152,1.0000001,0.7343213,0.66807675,0.6895764,0.68370736,0.68992263,0.7719165,0.65475035,0.6355787,0.64349675,0.5799047,0.6603214,0.6798428,0.7691798,0.67807466
42.jpg,0.5867541,0.67180455,0.8524024,0.7795487,0.67623055,0.5628131,0.672392,0.71160346,0.7088046,0.751678,0.7231779,0.50233185,0.8070227,0.81066287,0.8354304,0.73811793,0.7198825,0.7308545,0.72546417,0.8828385,0.8273853,0.75786114,0.67647076,0.64298046,0.71791786,0.7085464,0.82169783,0.7065753,0.72396076,0.664989,0.72373974,0.79662037,0.7962717,0.65385664,0.6885327,0.7343213,1.0000005,0.781275,0.855471,0.79490834,0.8932681,0.8593478,0.7025262,0.77083635,0.6560186,0.57628566,0.76235265,0.65367365,0.82178855,0.81350195
43.jpg,0.5339023,0.6314492,0.7704425,0.7265689,0.64307904,0.5114454,0.60650206,0.6632026,0.70472884,0.8312448,0.60043263,0.48939094,0.8257252,0.6753919,0.7102132,0.63255715,0.655563,0.75056493,0.6949042,0.77510524,0.6964626,0.75268734,0.6392602,0.6474278,0.6187044,0.70587695,0.8388628,0.6318465,0.6934289,0.73196626,0.6285906,0.72708726,0.71616036,0.61916107,0.6450384,0.66807675,0.781275,0.9999999,0.8436959,0.87401295,0.8743355,0.8208272,0.64636016,0.70554525,0.6178653,0.5557789,0.6412362,0.7540369,0.7321748,0.75622
44.jpg,0.52769184,0.6160509,0.7425624,0.69177145,0.6310339,0.57159173,0.5981364,0.69965076,0.67734927,0.76942766,0.6049315,0.49362612,0.85267246,0.7517563,0.77387756,0.6893462,0.66374505,0.7220261,0.67443997,0.7601792,0.76241446,0.7421377,0.6824956,0.60343295,0.63243866,0.68612117,0.8043208,0.62624884,0.7144545,0.70386684,0.64699525,0.7237332,0.74451077,0.63504386,0.6536529,0.6895764,0.855471,0.8436959,0.9999999,0.8463315,0.89746296,0.80891794,0.78292346,0.73233235,0.5872191,0.5407506,0.7196171,0.7267256,0.7420361,0.80204654
45.jpg,0.51968896,0.6496484,0.8049822,0.72918224,0.614942,0.5102391,0.62111557,0.69398713,0.70174176,0.82918245,0.60618436,0.5285392,0.7790164,0.68959844,0.71513903,0.65320265,0.66973937,0.72096586,0.67365736,0.7290834,0.66024035,0.7612452,0.7097754,0.62879986,0.62827915,0.7222646,0.79474527,0.65931106,0.65653723,0.71570766,0.66406655,0.7304418,0.8000917,0.6173358,0.6741614,0.68370736,0.79490834,0.87401295,0.8463315,1.0000002,0.8629046,0.8779454,0.6678697,0.7026521,0.6174482,0.5348779,0.6470217,0.7245392,0.7613299,0.72119987
46.jpg,0.5528853,0.6437111,0.84780276,0.7779701,0.65671253,0.5230584,0.6488711,0.7291235,0.6958633,0.8416223,0.66112846,0.52796686,0.890743,0.81359935,0.8310249,0.7534074,0.7240377,0.7032068,0.7285399,0.84226286,0.79987466,0.78547794,0.69390965,0.63467884,0.6343748,0.7132052,0.8722795,0.66240704,0.74601746,0.77090627,0.69505566,0.8036765,0.82592154,0.6273838,0.6783211,0.68992263,0.8932681,0.8743355,0.89746296,0.8629046,1.0,0.8729014,0.72609895,0.7772219,0.671047,0.56414807,0.7420237,0.7242949,0.8001537,0.85597074
47.jpg,0.6204847,0.7236601,0.86787415,0.81721234,0.7320459,0.53624475,0.7172847,0.75244343,0.75243735,0.79398865,0.72222847,0.4996633,0.7905666,0.79730475,0.8093573,0.7584203,0.8265695,0.7557237,0.79689336,0.83887064,0.7545442,0.8728509,0.7445208,0.69777966,0.6905319,0.79671943,0.81419003,0.7548847,0.68429697,0.68768847,0.74941134,0.82348204,0.812362,0.6548866,0.719947,0.7719165,0.8593478,0.8208272,0.80891794,0.8779454,0.8729014,0.99999994,0.64556384,0.7421199,0.66280717,0.6123589,0.75498784,0.7068188,0.85579515,0.75036407
48.jpg,0.54751146,0.5760108,0.6502251,0.6199731,0.5760324,0.48629373,0.5080446,0.6313436,0.6224748,0.6459081,0.5402431,0.51368535,0.7046462,0.74917495,0.7466582,0.6857428,0.6220877,0.5395001,0.60515046,0.682336,0.6861141,0.66212255,0.66121227,0.57068956,0.51885414,0.6235074,0.6672572,0.63520694,0.7323862,0.6217128,0.5887637,0.5996095,0.6478166,0.58260953,0.5728917,0.65475035,0.7025262,0.64636016,0.78292346,0.6678697,0.72609895,0.64556384,1.0,0.68037623,0.57419723,0.48136544,0.6664182,0.71774197,0.70313126,0.7847346
49.jpg,0.5981868,0.64967823,0.7513466,0.72203636,0.63387036,0.51111376,0.6147691,0.63528454,0.6671097,0.66695905,0.61798394,0.519459,0.7741347,0.7529755,0.7670758,0.7302722,0.64025253,0.65688217,0.7176681,0.73704314,0.67405164,0.7218032,0.57628775,0.69742167,0.57185745,0.6687094,0.8046278,0.65863,0.7003997,0.65801966,0.63797224,0.6946137,0.7383541,0.67698514,0.68074214,0.6355787,0.77083635,0.70554525,0.73233235,0.7026521,0.7772219,0.7421199,0.68037623,1.0,0.660731,0.60993713,0.64711297,0.627674,0.7585957,0.7189828
5.jpg,0.68014765,0.72727585,0.7656856,0.73709583,0.7050051,0.5669139,0.71400225,0.71795046,0.79529023,0.64138293,0.7259163,0.5604135,0.5872581,0.65229374,0.67515826,0.5924065,0.63706034,0.62039626,0.69733524,0.6725417,0.6372973,0.67534816,0.667722,0.75840867,0.67865944,0.6934774,0.64739186,0.71563447,0.6084028,0.55548835,0.73909736,0.71512365,0.7115462,0.7649187,0.6571845,0.64349675,0.6560186,0.6178653,0.5872191,0.6174482,0.671047,0.66280717,0.57419723,0.660731,0.9999999,0.6896672,0.6235343,0.6237086,0.7732016,0.5815264
50.jpg,0.77216303,0.657843,0.5889747,0.6598836,0.7531632,0.52664,0.7207838,0.6335665,0.68700844,0.53212667,0.71697855,0.4400003,0.55128014,0.51265234,0.55629766,0.45470688,0.5868231,0.63323945,0.6819912,0.561973,0.48868316,0.6097813,0.5659499,0.7365807,0.5966476,0.71072197,0.5967549,0.5806794,0.514213,0.47332466,0.69604737,0.62345815,0.5489489,0.73803234,0.62279916,0.5799047,0.57628566,0.5557789,0.5407506,0.5348779,0.56414807,0.6123589,0.48136544,0.60993713,0.6896672,1.0,0.5648534,0.5084324,0.67966497,0.4923598
6.jpg,0.6201508,0.6413778,0.7043168,0.7133632,0.72012824,0.5631358,0.6619381,0.7248657,0.62170815,0.7279275,0.67390025,0.43183333,0.734345,0.7828145,0.8349,0.7584995,0.75579417,0.65512526,0.6777607,0.7650894,0.8113423,0.7517128,0.7060689,0.6242556,0.6953684,0.6920076,0.7518323,0.6732216,0.7188917,0.59176886,0.68380356,0.75493115,0.72258997,0.61527234,0.61206883,0.6603214,0.76235265,0.6412362,0.7196171,0.6470217,0.7420237,0.75498784,0.6664182,0.64711297,0.6235343,0.5648534,1.0000002,0.66196704,0.7901658,0.72638863
7.jpg,0.59678483,0.68184125,0.6544225,0.68032193,0.6491538,0.5793117,0.5608989,0.6532124,0.6945648,0.7417308,0.52457416,0.39352962,0.7059185,0.7057079,0.7104552,0.6718142,0.6467775,0.6291501,0.6498603,0.6944023,0.6745497,0.74005294,0.6614443,0.6658066,0.6594225,0.687835,0.71487916,0.6400245,0.6904305,0.65014064,0.5969646,0.6837494,0.6277645,0.63224435,0.6371494,0.6798428,0.65367365,0.7540369,0.7267256,0.7245392,0.7242949,0.7068188,0.71774197,0.627674,0.6237086,0.5084324,0.66196704,1.0000002,0.70425594,0.71894825
8.jpg,0.7184441,0.7733433,0.86860603,0.8791939,0.8202685,0.6023941,0.7589386,0.83189154,0.794531,0.7556894,0.814484,0.5576841,0.7335068,0.7829292,0.8028505,0.72576916,0.81213665,0.7419411,0.7950641,0.8334838,0.74010515,0.85791373,0.7839464,0.7908951,0.73190826,0.82009053,0.8078815,0.838459,0.7229273,0.61739194,0.853311,0.8538302,0.8032118,0.7619368,0.7644146,0.7691798,0.82178855,0.7321748,0.7420361,0.7613299,0.8001537,0.85579515,0.70313126,0.7585957,0.7732016,0.67966497,0.7901658,0.70425594,0.9999999,0.72724724
9.jpg,0.52734554,0.57547563,0.71987104,0.6892961,0.61793804,0.4933715,0.56194794,0.66061056,0.61196053,0.8051122,0.5768727,0.49600586,0.8904945,0.7941574,0.80314696,0.75084007,0.70103383,0.5680735,0.642926,0.80999434,0.84054804,0.700935,0.6633364,0.54704916,0.5511607,0.63998795,0.78889304,0.6228539,0.7749201,0.8132281,0.6200306,0.6974834,0.69760156,0.54460543,0.58187306,0.67807466,0.81350195,0.75622,0.80204654,0.72119987,0.85597074,0.75036407,0.7847346,0.7189828,0.5815264,0.4923598,0.72638863,0.71894825,0.72724724,0.99999994
